CARE_SITE_ID,CARE_SITE_NAME,PLACE_OF_SERVICE_CONCEPT_ID,LOCATION_ID,CARE_SITE_SOURCE_VALUE,PLACE_OF_SERVICE_SOURCE_VALUE
14157,,8717,,0501US,Inpatient Facility
14217,,8940,,457488009,Office
14277,,8756,,1413KB,Outpatient Facility
14337,,8940,,034407225,Office
14397,,8940,,498665184,Office
14457,,8940,,359454117,Office
14517,,8940,,635572564,Office
14577,,8756,,0600HJ,Outpatient Facility
14637,,8940,,265293545,Office
14697,,8940,,896107464,Office
14757,,8940,,890469171,Office
14817,,8940,,674357489,Office
14877,,8940,,909602481,Office
14937,,8940,,670132312,Office
14997,,8940,,491362358,Office
15057,,8940,,516359183,Office
15117,,8940,,936083295,Office
15177,,8940,,398347348,Office
15237,,8940,,244826629,Office
15297,,8940,,654152686,Office
15357,,8940,,196773202,Office
15417,,8940,,241123468,Office
15477,,8756,,3601JB,Outpatient Facility
15537,,8940,,070245401,Office
15597,,8940,,402921236,Office
15657,,8940,,395512530,Office
15717,,8940,,100797894,Office
15777,,8940,,421571340,Office
15837,,8940,,351643694,Office
15897,,8940,,750827817,Office
15957,,8940,,466166404,Office
16017,,8940,,046420854,Office
16077,,8940,,056552727,Office
16137,,8940,,431069374,Office
16197,,8940,,635091777,Office
16257,,8940,,562757054,Office
16317,,8756,,3613ZM,Outpatient Facility
16377,,8940,,905610288,Office
16437,,8940,,005998497,Office
16497,,8940,,685277442,Office
16557,,8940,,977591832,Office
16617,,8756,,4400VV,Outpatient Facility
16677,,8940,,535455066,Office
16737,,8940,,355305668,Office
16797,,8940,,871738742,Office
16857,,8756,,5213HA,Outpatient Facility
16917,,8940,,027440387,Office
16977,,8940,,318570230,Office
17037,,8940,,861354079,Office
17097,,8756,,4600TV,Outpatient Facility
17157,,8940,,576610965,Office
17217,,8940,,817446542,Office
17277,,8940,,008854714,Office
17337,,8940,,254000552,Office
17397,,8940,,097495841,Office
17457,,8940,,353327387,Office
17517,,8940,,870404813,Office
17577,,8940,,964004055,Office
17637,,8940,,748520193,Office
17697,,8940,,082620342,Office
17757,,8717,,2300AH,Inpatient Facility
17817,,8940,,847849962,Office
17877,,8940,,439885787,Office
17937,,8940,,433241909,Office
17997,,8940,,400827206,Office
18057,,8940,,274251516,Office
18117,,8940,,704548809,Office
18177,,8940,,351469634,Office
18237,,8940,,324533395,Office
18297,,8940,,555842983,Office
18357,,8940,,344783846,Office
18417,,8940,,639611591,Office
18477,,8940,,306201724,Office
18537,,8940,,836078126,Office
18597,,8940,,548992657,Office
18657,,8940,,462052983,Office
18717,,8940,,012787866,Office
18777,,8940,,900272270,Office
18837,,8940,,517047003,Office
18897,,8940,,661534132,Office
18957,,8940,,366897938,Office
19017,,8940,,063522652,Office
19077,,8940,,514362497,Office
19137,,8940,,383333411,Office
19197,,8940,,719180911,Office
19257,,8940,,081388195,Office
19317,,8940,,836722333,Office
19377,,8940,,320995241,Office
19437,,8940,,400763029,Office
19497,,8940,,570258886,Office
19557,,8756,,4000GK,Outpatient Facility
19617,,8940,,217415498,Office
19677,,8940,,611839120,Office
19737,,8940,,575985875,Office
19797,,8940,,949388958,Office
19857,,8940,,256179597,Office
19917,,8940,,020458220,Office
19977,,8940,,678669900,Office
20037,,8756,,4901TR,Outpatient Facility
20097,,8940,,377555379,Office
20157,,8940,,334857290,Office
20217,,8940,,787218673,Office
20277,,8940,,333190433,Office
20337,,8940,,359185541,Office
20397,,8940,,295231412,Office
20457,,8940,,824044940,Office
20517,,8940,,552273139,Office
20577,,8940,,267448172,Office
20637,,8940,,262122428,Office
55,,8940,,002659984,Office
115,,8940,,063741147,Office
175,,8940,,284652680,Office
235,,8940,,980398750,Office
295,,8940,,304360058,Office
355,,8940,,677840106,Office
415,,8940,,472822938,Office
475,,8940,,784969985,Office
535,,8940,,228360941,Office
595,,8940,,809572132,Office
655,,8940,,849008312,Office
715,,8940,,516756454,Office
775,,8940,,666479056,Office
835,,8940,,478255295,Office
895,,8940,,757700421,Office
955,,8940,,070151951,Office
1015,,8940,,887937238,Office
1075,,8940,,127675377,Office
1135,,8940,,003365084,Office
1195,,8756,,0518WU,Outpatient Facility
1255,,8756,,1100MK,Outpatient Facility
1315,,8940,,313115720,Office
1375,,8940,,902202871,Office
1435,,8940,,618957542,Office
1495,,8940,,444432440,Office
1555,,8940,,794516317,Office
1615,,8940,,844848371,Office
1675,,8940,,226620593,Office
1735,,8940,,222985214,Office
1795,,8940,,889379148,Office
1855,,8940,,564676524,Office
1915,,8940,,426745647,Office
1975,,8940,,069205625,Office
2035,,8940,,389868692,Office
2095,,8940,,421604950,Office
2155,,8940,,276250951,Office
2215,,8940,,008458837,Office
2275,,8940,,010324506,Office
2335,,8940,,910932092,Office
2395,,8940,,767094323,Office
2455,,8940,,138565223,Office
2515,,8940,,959606224,Office
2575,,8940,,972885020,Office
2635,,8940,,533919335,Office
2695,,8756,,0700GN,Outpatient Facility
2755,,8717,,23028S,Inpatient Facility
2815,,8940,,444798894,Office
2875,,8940,,533224987,Office
2935,,8940,,418098173,Office
2995,,8940,,270097356,Office
3055,,8940,,309408937,Office
3115,,8940,,209705527,Office
3175,,8940,,042984224,Office
3235,,8940,,105516339,Office
3295,,8940,,220878035,Office
3355,,8940,,857021909,Office
3415,,8940,,525072990,Office
3475,,8940,,379877444,Office
3535,,8940,,848892240,Office
3595,,8940,,711427883,Office
3655,,8940,,075433928,Office
3715,,8940,,304045429,Office
3775,,8940,,367847543,Office
3835,,8940,,931724520,Office
3895,,8940,,454106276,Office
3955,,8940,,070004576,Office
4015,,8940,,127563489,Office
4075,,8940,,539348162,Office
4135,,8717,,1002DM,Inpatient Facility
4195,,8940,,718949438,Office
4255,,8940,,250342144,Office
4315,,8940,,666295629,Office
4375,,8940,,832283784,Office
4435,,8940,,884177721,Office
4495,,8756,,3600MD,Outpatient Facility
4555,,8940,,789557352,Office
4615,,8940,,004300323,Office
4675,,8940,,070264521,Office
4735,,8940,,886716032,Office
4795,,8940,,023778507,Office
4855,,8940,,723581777,Office
4915,,8940,,791816799,Office
4975,,8940,,758089815,Office
5035,,8940,,691006203,Office
5095,,8940,,947233902,Office
5155,,8940,,885286679,Office
5215,,8940,,109281093,Office
5275,,8940,,985210503,Office
5335,,8940,,970386811,Office
5395,,8940,,531788423,Office
5455,,8717,,2600WQ,Inpatient Facility
5515,,8940,,438157898,Office
5575,,8940,,536420421,Office
5635,,8940,,890699800,Office
5695,,8940,,639523971,Office
5755,,8940,,067320845,Office
5815,,8756,,2501ND,Outpatient Facility
5875,,8940,,579241133,Office
5935,,8940,,508817332,Office
5995,,8940,,419400104,Office
6055,,8940,,914462551,Office
6115,,8940,,142898180,Office
6175,,8940,,846871742,Office
6235,,8940,,589232264,Office
6295,,8940,,051286027,Office
6355,,8940,,005560715,Office
6415,,8940,,286464227,Office
6475,,8940,,819419148,Office
6535,,8940,,611452792,Office
6595,,8940,,464606751,Office
6655,,8756,,0301QG,Outpatient Facility
6715,,8940,,694730800,Office
6775,,8940,,261488628,Office
6835,,8940,,500836656,Office
6895,,8940,,304449014,Office
6955,,8940,,357731870,Office
7015,,8940,,970760264,Office
7075,,8756,,5000HK,Outpatient Facility
7135,,8940,,219067848,Office
7195,,8940,,007207175,Office
7255,,8940,,426799062,Office
7315,,8940,,980864291,Office
7375,,8940,,522301253,Office
7435,,8940,,852886394,Office
7495,,8756,,2500BQ,Outpatient Facility
7555,,8940,,549256817,Office
7615,,8940,,619202528,Office
7675,,8940,,912079092,Office
7735,,8940,,736704314,Office
7795,,8940,,107656305,Office
7855,,8940,,434212124,Office
7915,,8940,,169275423,Office
7975,,8940,,457709744,Office
8035,,8940,,051128716,Office
8095,,8940,,929655748,Office
8155,,8940,,891406160,Office
8215,,8940,,552427880,Office
8275,,8940,,077405457,Office
8335,,8940,,940981787,Office
8395,,8940,,208622012,Office
8455,,8940,,317966672,Office
8515,,8940,,124574701,Office
8575,,8940,,596400072,Office
8635,,8756,,11006D,Outpatient Facility
8695,,8940,,125106110,Office
8755,,8940,,070160366,Office
8815,,8940,,246886245,Office
8875,,8940,,488292693,Office
8935,,8940,,331600596,Office
8995,,8940,,534174221,Office
9055,,8940,,859859995,Office
9115,,8940,,581735462,Office
9175,,8940,,918337103,Office
9235,,8940,,306104287,Office
9295,,8940,,882586600,Office
9355,,8940,,568318473,Office
9415,,8940,,744713395,Office
9475,,8940,,002150043,Office
9535,,8940,,203595159,Office
9595,,8940,,430897956,Office
9655,,8940,,376804704,Office
9715,,8940,,257741335,Office
9775,,8940,,525240865,Office
9835,,8940,,994459805,Office
9895,,8940,,001840914,Office
9955,,8940,,240202641,Office
10015,,8940,,486882760,Office
10075,,8940,,767373341,Office
10135,,8940,,991734213,Office
10195,,8940,,459282892,Office
10255,,8940,,391946140,Office
10315,,8940,,928164760,Office
10375,,8940,,207088808,Office
10435,,8940,,527342851,Office
10495,,8940,,109137158,Office
10555,,8940,,242050260,Office
10615,,8940,,811955619,Office
10675,,8940,,676990763,Office
10735,,8940,,743158201,Office
10795,,8940,,741408104,Office
10855,,8940,,141212729,Office
10915,,8940,,855480081,Office
10975,,8756,,4600YU,Outpatient Facility
11035,,8940,,695704758,Office
11095,,8940,,723578708,Office
11155,,8940,,794450860,Office
11215,,8940,,083859714,Office
11275,,8940,,474484907,Office
11335,,8940,,298723833,Office
11395,,8940,,699270974,Office
11455,,8940,,362324674,Office
11515,,8940,,323320509,Office
11575,,8940,,015350957,Office
11635,,8940,,321375150,Office
11695,,8940,,406635531,Office
11755,,8940,,200752223,Office
11815,,8756,,2500RA,Outpatient Facility
11875,,8940,,800051519,Office
11935,,8940,,154675892,Office
11995,,8940,,511640581,Office
12055,,8756,,4001NG,Outpatient Facility
12115,,8940,,990769355,Office
12175,,8940,,639654372,Office
12235,,8940,,114342343,Office
12295,,8940,,092941604,Office
12355,,8940,,258946476,Office
12415,,8940,,835897915,Office
12475,,8717,,1401YS,Inpatient Facility
12535,,8940,,915717757,Office
12595,,8940,,036604327,Office
12655,,8940,,156646748,Office
12715,,8940,,209369217,Office
12775,,8940,,667253222,Office
12835,,8940,,250220088,Office
12895,,8940,,790468236,Office
12955,,8756,,3901VU,Outpatient Facility
13015,,8940,,196571516,Office
13075,,8756,,3323GH,Outpatient Facility
13135,,8940,,064907993,Office
13195,,8940,,803605683,Office
13255,,8756,,2301BR,Outpatient Facility
13315,,8940,,970440487,Office
13375,,8940,,968777658,Office
13435,,8940,,200623039,Office
13495,,8717,,1120HH,Inpatient Facility
13555,,8940,,938061949,Office
13615,,8940,,222279931,Office
13675,,8940,,307865057,Office
13735,,8940,,494110226,Office
13795,,8940,,179942225,Office
13855,,8756,,3425KA,Outpatient Facility
13915,,8940,,189919019,Office
13975,,8940,,790636309,Office
14035,,8756,,1400QD,Outpatient Facility
14095,,8940,,841232816,Office
14155,,8940,,458029250,Office
14215,,8940,,585720473,Office
14275,,8940,,065077453,Office
14335,,8940,,085686408,Office
14395,,8940,,082139208,Office
14455,,8940,,014985884,Office
14515,,8717,,0501MA,Inpatient Facility
14575,,8756,,1400AT,Outpatient Facility
14635,,8940,,112247055,Office
14695,,8940,,483076317,Office
14755,,8940,,805136297,Office
14815,,8940,,438666666,Office
14875,,8940,,980367169,Office
14935,,8940,,265095488,Office
14995,,8940,,192703298,Office
15055,,8940,,913279949,Office
15115,,8940,,562892371,Office
15175,,8940,,960447151,Office
15235,,8940,,319686365,Office
15295,,8940,,554651337,Office
15355,,8940,,878023144,Office
15415,,8940,,135587589,Office
15475,,8940,,523742345,Office
15535,,8940,,232186968,Office
15595,,8940,,778752878,Office
15655,,8940,,894440596,Office
15715,,8940,,949308141,Office
15775,,8940,,267534187,Office
15835,,8756,,31006B,Outpatient Facility
15895,,8940,,800896996,Office
15955,,8756,,0100MN,Outpatient Facility
16015,,8940,,131811006,Office
16075,,8940,,129478464,Office
16135,,8940,,123043240,Office
16195,,8940,,430730411,Office
16255,,8940,,694122438,Office
16315,,8940,,610080404,Office
16375,,8940,,551779793,Office
16435,,8940,,646196205,Office
16495,,8940,,823476986,Office
16555,,8940,,857536311,Office
16615,,8940,,912076680,Office
16675,,8940,,861717744,Office
16735,,8940,,778944659,Office
16795,,8940,,801487814,Office
16855,,8940,,819540574,Office
16915,,8940,,144604868,Office
16975,,8940,,483540436,Office
17035,,8940,,534307151,Office
17095,,8940,,903743476,Office
17155,,8940,,438559980,Office
17215,,8940,,779318721,Office
17275,,8940,,450912480,Office
17335,,8940,,535349905,Office
17395,,8940,,907828414,Office
17455,,8940,,625173892,Office
17515,,8940,,758611496,Office
17575,,8940,,130091898,Office
17635,,8940,,057074051,Office
17695,,8940,,822367009,Office
17755,,8940,,693866724,Office
17815,,8940,,169091375,Office
17875,,8940,,847973869,Office
17935,,8940,,936035968,Office
17995,,8940,,608250888,Office
18055,,8940,,541874198,Office
18115,,8940,,967901339,Office
18175,,8940,,516884146,Office
18235,,8940,,877158746,Office
18295,,8756,,2801HG,Outpatient Facility
18355,,8940,,386449364,Office
18415,,8940,,813985441,Office
18475,,8940,,101922837,Office
18535,,8940,,333044486,Office
18595,,8940,,857214561,Office
18655,,8940,,326719092,Office
18715,,8940,,459198580,Office
18775,,8940,,042527368,Office
18835,,8940,,226332782,Office
18895,,8940,,152928839,Office
18955,,8717,,3100ZR,Inpatient Facility
19015,,8940,,711701978,Office
19075,,8940,,787790760,Office
19135,,8940,,070513164,Office
19195,,8940,,262147263,Office
19255,,8940,,440401277,Office
19315,,8940,,498692827,Office
19375,,8940,,058966403,Office
19435,,8940,,316418327,Office
19495,,8940,,028868867,Office
19555,,8940,,489036304,Office
19615,,8940,,326474726,Office
19675,,8940,,021882756,Office
19735,,8940,,103839630,Office
19795,,8940,,792601477,Office
19855,,8756,,3702XT,Outpatient Facility
19915,,8940,,305827747,Office
19975,,8940,,175497624,Office
20035,,8940,,344974848,Office
20095,,8940,,356012824,Office
20155,,8940,,089726902,Office
20215,,8940,,242000481,Office
20275,,8940,,678986720,Office
20335,,8940,,520215701,Office
20395,,8940,,597490409,Office
20455,,8940,,063800781,Office
20515,,8756,,2400DP,Outpatient Facility
56,,8940,,274796058,Office
116,,8940,,250706970,Office
176,,8940,,108058271,Office
236,,8940,,958403643,Office
296,,8940,,515596029,Office
356,,8940,,576222118,Office
416,,8940,,229220908,Office
476,,8940,,986739925,Office
536,,8940,,519354708,Office
596,,8940,,387931308,Office
656,,8940,,542579725,Office
716,,8940,,978784216,Office
776,,8940,,284963992,Office
836,,8940,,522349074,Office
896,,8940,,377282821,Office
956,,8940,,811386300,Office
1016,,8940,,834610200,Office
1076,,8940,,405164374,Office
1136,,8940,,424673101,Office
1196,,8940,,109884239,Office
1256,,8940,,777468577,Office
1316,,8940,,791282069,Office
1376,,8940,,419070377,Office
1436,,8940,,510153728,Office
1496,,8940,,534456544,Office
1556,,8940,,281924534,Office
1616,,8940,,816471476,Office
1676,,8940,,410143814,Office
1736,,8940,,883509052,Office
1796,,8940,,355342150,Office
1856,,8940,,784847424,Office
1916,,8717,,2600PG,Inpatient Facility
1976,,8940,,615908269,Office
2036,,8940,,121035785,Office
2096,,8940,,706302563,Office
2156,,8940,,598289500,Office
2216,,8940,,791725731,Office
2276,,8940,,267775778,Office
2336,,8940,,911800519,Office
2396,,8940,,285039690,Office
2456,,8940,,839082831,Office
2516,,8940,,982699881,Office
2576,,8940,,191584482,Office
2636,,8940,,950207869,Office
2696,,8940,,333919745,Office
2756,,8940,,289090237,Office
2816,,8940,,031276247,Office
2876,,8940,,366969205,Office
2936,,8940,,675968533,Office
2996,,8940,,086394581,Office
3056,,8940,,323723648,Office
3116,,8940,,595927993,Office
3176,,8940,,049164507,Office
3236,,8940,,864715362,Office
3296,,8940,,504612121,Office
3356,,8717,,2313CS,Inpatient Facility
3416,,8940,,981852119,Office
3476,,8940,,545047450,Office
3536,,8940,,190796897,Office
3596,,8940,,268491570,Office
3656,,8940,,332271590,Office
3716,,8940,,423565739,Office
3776,,8940,,375336058,Office
3836,,8940,,756802011,Office
3896,,8940,,987358411,Office
3956,,8940,,893397207,Office
4016,,8940,,195145917,Office
4076,,8940,,351302275,Office
4136,,8940,,229341526,Office
4196,,8940,,293442976,Office
4256,,8940,,991847282,Office
4316,,8940,,972662778,Office
4376,,8756,,1813VD,Outpatient Facility
4436,,8940,,215126562,Office
4496,,8940,,034959435,Office
4556,,8940,,800884262,Office
4616,,8940,,443132029,Office
4676,,8940,,472511019,Office
4736,,8940,,484432335,Office
4796,,8940,,816368831,Office
4856,,8940,,677549718,Office
4916,,8940,,794827926,Office
4976,,8940,,271514284,Office
5036,,8756,,1800WG,Outpatient Facility
5096,,8940,,012872264,Office
5156,,8940,,774126946,Office
5216,,8940,,881631184,Office
5276,,8940,,332243951,Office
5336,,8940,,918729631,Office
5396,,8756,,3701UG,Outpatient Facility
5456,,8940,,135312498,Office
5516,,8940,,474693988,Office
5576,,8940,,670800719,Office
5636,,8940,,035396202,Office
5696,,8940,,632816963,Office
5756,,8717,,1002ZD,Inpatient Facility
5816,,8940,,876358940,Office
5876,,8940,,159190669,Office
5936,,8940,,922003363,Office
5996,,8940,,290025745,Office
6056,,8940,,966819052,Office
6116,,8940,,188899210,Office
6176,,8940,,361240189,Office
6236,,8940,,529479426,Office
6296,,8940,,128572890,Office
6356,,8940,,269685785,Office
6416,,8940,,548413597,Office
6476,,8940,,443988198,Office
6536,,8756,,0501DA,Outpatient Facility
6596,,8940,,335667176,Office
6656,,8940,,183253545,Office
6716,,8940,,533024740,Office
6776,,8940,,653338178,Office
6836,,8756,,0505MR,Outpatient Facility
6896,,8940,,209865828,Office
6956,,8940,,562143243,Office
7016,,8940,,953787809,Office
7076,,8940,,296943997,Office
7136,,8940,,721306265,Office
7196,,8940,,871142249,Office
7256,,8940,,489122996,Office
7316,,8940,,234302525,Office
7376,,8940,,950168089,Office
7436,,8940,,995282944,Office
7496,,8940,,743706580,Office
7556,,8940,,264491178,Office
7616,,8940,,399590319,Office
7676,,8940,,811042844,Office
7736,,8940,,909816984,Office
7796,,8940,,884781729,Office
7856,,8940,,438820223,Office
7916,,8940,,315384343,Office
7976,,8940,,159709562,Office
8036,,8717,,0100SM,Inpatient Facility
8096,,8940,,217112536,Office
8156,,8756,,0500BD,Outpatient Facility
8216,,8940,,579753532,Office
8276,,8940,,074825352,Office
8336,,8940,,505566621,Office
8396,,8940,,268083962,Office
8456,,8940,,605963830,Office
8516,,8940,,356823373,Office
8576,,8940,,438243219,Office
